Attrition,Gender,MaritalStatus,OverTime,JobRole,BusinessTravel,Department_Research & Development,Department_Sales,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1,0.0,1.0,1.0,2.0,1.0,1.0,0.0,58.0,23.0,4.0,4.0,3.0,3.0,4.0,10312.0,1.0,12.0,3.0,4.0,1.0,40.0,2.0,40.0,10.0,15.0,6.0
1,1.0,0.0,0.0,3.0,1.0,0.0,1.0,19.0,22.0,1.0,4.0,3.0,1.0,3.0,1675.0,1.0,19.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0,2.0,1.0,3.0,3.0,1.0,4.0,2523.0,0.0,14.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0
0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,49.0,20.0,4.0,3.0,3.0,2.0,1.0,6567.0,1.0,14.0,3.0,3.0,0.0,16.0,2.0,15.0,11.0,5.0,11.0
0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,43.0,28.0,3.0,2.0,4.0,1.0,3.0,4739.0,4.0,12.0,3.0,4.0,0.0,18.0,3.0,3.0,2.0,1.0,2.0
0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,50.0,12.0,3.0,3.0,3.0,3.0,4.0,9208.0,4.0,11.0,3.0,4.0,0.0,16.0,3.0,2.0,2.0,2.0,1.0
1,0.0,1.0,0.0,4.0,1.0,0.0,1.0,31.0,20.0,3.0,2.0,1.0,2.0,3.0,4559.0,3.0,11.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0
0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,41.0,9.0,1.0,3.0,3.0,3.0,3.0,8189.0,3.0,13.0,3.0,3.0,1.0,12.0,3.0,9.0,7.0,0.0,7.0
0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,26.0,25.0,1.0,3.0,3.0,1.0,3.0,2942.0,1.0,23.0,4.0,4.0,1.0,8.0,3.0,8.0,7.0,5.0,7.0
0,1.0,2.0,1.0,6.0,1.0,1.0,0.0,36.0,6.0,2.0,2.0,3.0,2.0,2.0,4941.0,6.0,20.0,4.0,4.0,2.0,7.0,3.0,3.0,2.0,0.0,1.0
1,1.0,0.0,1.0,6.0,2.0,1.0,0.0,51.0,8.0,4.0,1.0,1.0,3.0,4.0,10650.0,2.0,15.0,3.0,4.0,0.0,18.0,3.0,4.0,2.0,0.0,3.0
0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,39.0,4.0,4.0,4.0,2.0,2.0,3.0,5902.0,4.0,14.0,3.0,3.0,1.0,17.0,4.0,15.0,11.0,5.0,9.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,25.0,28.0,3.0,1.0,2.0,2.0,3.0,8639.0,2.0,18.0,3.0,4.0,0.0,6.0,3.0,2.0,2.0,2.0,2.0
0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,9.0,3.0,3.0,3.0,2.0,4.0,6347.0,0.0,19.0,3.0,4.0,0.0,12.0,1.0,11.0,9.0,4.0,7.0
1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,32.0,9.0,3.0,1.0,3.0,1.0,1.0,4200.0,7.0,22.0,4.0,1.0,0.0,10.0,4.0,5.0,4.0,0.0,4.0
0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,45.0,29.0,3.0,3.0,3.0,1.0,4.0,3452.0,5.0,13.0,3.0,2.0,0.0,9.0,2.0,6.0,5.0,0.0,3.0
0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,38.0,3.0,5.0,4.0,3.0,2.0,3.0,4317.0,3.0,20.0,4.0,2.0,0.0,19.0,3.0,3.0,2.0,2.0,2.0
0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,30.0,18.0,3.0,1.0,3.0,1.0,3.0,2632.0,1.0,14.0,3.0,3.0,0.0,5.0,2.0,5.0,4.0,0.0,4.0
0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,32.0,9.0,2.0,4.0,1.0,2.0,4.0,4668.0,0.0,17.0,3.0,4.0,3.0,9.0,4.0,8.0,7.0,0.0,7.0
0,0.0,2.0,1.0,7.0,1.0,1.0,0.0,30.0,5.0,3.0,4.0,3.0,1.0,1.0,3204.0,5.0,14.0,3.0,4.0,1.0,8.0,3.0,3.0,2.0,2.0,2.0
0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,30.0,2.0,1.0,2.0,2.0,1.0,4.0,2720.0,0.0,13.0,3.0,4.0,0.0,6.0,3.0,5.0,3.0,1.0,2.0
0,1.0,2.0,1.0,5.0,2.0,1.0,0.0,41.0,10.0,3.0,4.0,2.0,4.0,1.0,17181.0,4.0,13.0,3.0,2.0,1.0,21.0,2.0,7.0,6.0,7.0,7.0
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41.0,9.0,4.0,3.0,3.0,1.0,1.0,2238.0,2.0,21.0,4.0,4.0,1.0,7.0,3.0,5.0,0.0,1.0,4.0
0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,19.0,3.0,1.0,2.0,3.0,1.0,2.0,1483.0,1.0,14.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
0,0.0,2.0,1.0,7.0,2.0,1.0,0.0,40.0,26.0,3.0,2.0,3.0,2.0,2.0,5605.0,1.0,11.0,3.0,1.0,1.0,20.0,3.0,20.0,7.0,2.0,13.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,35.0,1.0,5.0,3.0,3.0,3.0,2.0,7295.0,1.0,13.0,3.0,1.0,2.0,10.0,3.0,10.0,8.0,0.0,6.0
0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,53.0,6.0,2.0,2.0,3.0,2.0,3.0,2306.0,2.0,20.0,4.0,4.0,1.0,13.0,1.0,7.0,7.0,4.0,5.0
0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,45.0,9.0,3.0,2.0,3.0,2.0,2.0,2348.0,8.0,18.0,3.0,3.0,1.0,20.0,1.0,17.0,9.0,0.0,15.0
0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,32.0,8.0,3.0,2.0,3.0,3.0,4.0,8998.0,1.0,14.0,3.0,4.0,0.0,9.0,3.0,9.0,8.0,3.0,7.0
0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,29.0,1.0,1.0,4.0,3.0,2.0,3.0,4319.0,1.0,13.0,3.0,1.0,1.0,10.0,3.0,10.0,7.0,0.0,9.0
0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,51.0,7.0,4.0,2.0,2.0,2.0,3.0,6132.0,2.0,17.0,3.0,3.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0
0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,58.0,9.0,3.0,2.0,2.0,1.0,2.0,3346.0,4.0,20.0,4.0,2.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0
0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,40.0,4.0,4.0,3.0,2.0,3.0,4.0,10855.0,7.0,11.0,3.0,1.0,1.0,15.0,2.0,12.0,11.0,2.0,11.0
0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,34.0,2.0,4.0,3.0,3.0,1.0,3.0,2231.0,6.0,18.0,3.0,4.0,1.0,6.0,3.0,4.0,3.0,1.0,2.0
0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,22.0,19.0,1.0,3.0,3.0,1.0,4.0,2323.0,1.0,24.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
0,1.0,2.0,1.0,7.0,0.0,1.0,0.0,27.0,9.0,3.0,4.0,3.0,1.0,2.0,2024.0,6.0,18.0,3.0,4.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0
0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,28.0,21.0,3.0,3.0,3.0,1.0,4.0,2713.0,1.0,11.0,3.0,3.0,1.0,5.0,1.0,5.0,2.0,0.0,2.0
0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,57.0,24.0,2.0,3.0,4.0,3.0,4.0,9439.0,3.0,16.0,3.0,2.0,1.0,12.0,1.0,5.0,3.0,1.0,4.0
0,1.0,2.0,0.0,7.0,0.0,1.0,0.0,27.0,3.0,3.0,3.0,2.0,1.0,3.0,2566.0,1.0,15.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0
0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,50.0,11.0,3.0,3.0,3.0,5.0,2.0,19926.0,3.0,15.0,3.0,2.0,0.0,21.0,3.0,5.0,4.0,4.0,4.0
0,1.0,2.0,1.0,7.0,1.0,1.0,0.0,41.0,14.0,3.0,1.0,3.0,1.0,3.0,2451.0,4.0,12.0,3.0,1.0,1.0,13.0,3.0,9.0,8.0,1.0,8.0
0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,30.0,5.0,3.0,2.0,3.0,3.0,4.0,9419.0,2.0,12.0,3.0,3.0,1.0,12.0,3.0,10.0,9.0,7.0,4.0
0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,38.0,1.0,4.0,1.0,2.0,2.0,4.0,8686.0,4.0,22.0,4.0,3.0,0.0,12.0,4.0,8.0,3.0,0.0,7.0
0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,32.0,6.0,5.0,3.0,3.0,1.0,3.0,3038.0,3.0,20.0,4.0,1.0,0.0,8.0,3.0,5.0,4.0,1.0,4.0
0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,27.0,17.0,3.0,3.0,3.0,1.0,2.0,3058.0,0.0,16.0,3.0,4.0,1.0,6.0,2.0,5.0,2.0,1.0,1.0
1,0.0,0.0,1.0,3.0,2.0,0.0,1.0,19.0,1.0,1.0,3.0,1.0,1.0,1.0,2325.0,0.0,21.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,36.0,3.0,2.0,4.0,3.0,1.0,2.0,2088.0,4.0,12.0,3.0,3.0,0.0,13.0,2.0,8.0,7.0,7.0,2.0
0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,30.0,9.0,3.0,3.0,3.0,2.0,1.0,3072.0,1.0,11.0,3.0,3.0,2.0,12.0,3.0,12.0,9.0,6.0,10.0
0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,45.0,4.0,2.0,3.0,3.0,2.0,1.0,5006.0,4.0,11.0,3.0,1.0,1.0,9.0,4.0,5.0,4.0,0.0,3.0
0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,56.0,8.0,3.0,3.0,3.0,1.0,1.0,4257.0,4.0,18.0,3.0,3.0,1.0,19.0,3.0,2.0,2.0,2.0,2.0
0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,33.0,2.0,3.0,3.0,3.0,1.0,4.0,2500.0,0.0,14.0,3.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0
1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,19.0,2.0,3.0,2.0,2.0,1.0,4.0,1102.0,1.0,22.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,46.0,1.0,2.0,2.0,3.0,3.0,1.0,10453.0,1.0,25.0,4.0,3.0,3.0,24.0,3.0,24.0,13.0,15.0,7.0
0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,38.0,9.0,2.0,3.0,3.0,1.0,4.0,2288.0,1.0,12.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0
0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,31.0,12.0,1.0,3.0,3.0,1.0,4.0,3929.0,8.0,23.0,4.0,3.0,1.0,7.0,3.0,4.0,2.0,0.0,2.0
0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,34.0,27.0,2.0,4.0,3.0,1.0,2.0,2311.0,2.0,15.0,3.0,4.0,0.0,9.0,3.0,3.0,2.0,1.0,2.0
1,0.0,0.0,0.0,3.0,1.0,0.0,1.0,41.0,20.0,2.0,2.0,3.0,1.0,2.0,3140.0,1.0,22.0,4.0,4.0,0.0,4.0,2.0,4.0,3.0,0.0,2.0
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50.0,1.0,3.0,3.0,2.0,1.0,3.0,3690.0,2.0,15.0,3.0,4.0,1.0,5.0,2.0,3.0,2.0,0.0,2.0
0,0.0,2.0,1.0,6.0,1.0,1.0,0.0,53.0,13.0,2.0,4.0,4.0,2.0,1.0,4450.0,1.0,11.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,3.0
0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,33.0,14.0,3.0,4.0,3.0,1.0,2.0,2756.0,1.0,13.0,3.0,4.0,1.0,8.0,3.0,8.0,7.0,1.0,6.0
0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,40.0,4.0,1.0,4.0,3.0,5.0,3.0,19033.0,1.0,14.0,3.0,2.0,1.0,21.0,3.0,20.0,8.0,9.0,9.0
0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,55.0,14.0,4.0,3.0,4.0,5.0,2.0,18722.0,8.0,11.0,3.0,4.0,0.0,36.0,3.0,24.0,15.0,2.0,15.0
0,1.0,1.0,1.0,6.0,2.0,1.0,0.0,34.0,2.0,1.0,4.0,2.0,2.0,3.0,9547.0,1.0,17.0,3.0,3.0,0.0,10.0,2.0,10.0,9.0,1.0,9.0
0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,51.0,3.0,3.0,4.0,3.0,4.0,2.0,13734.0,3.0,18.0,3.0,3.0,0.0,21.0,3.0,7.0,7.0,1.0,0.0
0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,52.0,1.0,4.0,3.0,2.0,5.0,3.0,19999.0,0.0,14.0,3.0,1.0,1.0,34.0,3.0,33.0,18.0,11.0,9.0
0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,27.0,9.0,3.0,4.0,3.0,1.0,2.0,2279.0,1.0,16.0,3.0,4.0,0.0,7.0,2.0,7.0,7.0,0.0,3.0
1,1.0,1.0,0.0,6.0,1.0,1.0,0.0,35.0,23.0,2.0,2.0,2.0,2.0,3.0,5916.0,3.0,13.0,3.0,1.0,0.0,8.0,3.0,1.0,0.0,0.0,1.0
0,1.0,2.0,1.0,7.0,0.0,1.0,0.0,43.0,7.0,3.0,4.0,4.0,1.0,4.0,2089.0,4.0,14.0,3.0,4.0,3.0,7.0,4.0,5.0,4.0,2.0,2.0
0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,45.0,2.0,2.0,1.0,2.0,4.0,4.0,16792.0,9.0,23.0,4.0,4.0,1.0,22.0,3.0,20.0,8.0,11.0,8.0
0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,37.0,21.0,3.0,2.0,4.0,1.0,1.0,3564.0,1.0,12.0,3.0,1.0,1.0,8.0,2.0,8.0,7.0,1.0,7.0
0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,35.0,2.0,3.0,2.0,3.0,2.0,2.0,4425.0,5.0,11.0,3.0,4.0,0.0,10.0,3.0,6.0,2.0,1.0,2.0
0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,42.0,21.0,2.0,3.0,3.0,2.0,3.0,5265.0,2.0,16.0,3.0,2.0,1.0,11.0,3.0,5.0,3.0,0.0,2.0
0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,38.0,2.0,4.0,4.0,3.0,2.0,3.0,6553.0,9.0,14.0,3.0,2.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0
0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,38.0,29.0,3.0,4.0,3.0,2.0,4.0,6261.0,3.0,18.0,3.0,1.0,1.0,9.0,1.0,7.0,7.0,1.0,7.0
0,1.0,1.0,1.0,6.0,2.0,1.0,0.0,27.0,1.0,1.0,3.0,2.0,2.0,1.0,4298.0,5.0,19.0,3.0,3.0,1.0,6.0,3.0,2.0,2.0,2.0,0.0
0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,49.0,18.0,4.0,4.0,3.0,2.0,4.0,6804.0,1.0,15.0,3.0,1.0,2.0,7.0,3.0,7.0,7.0,1.0,7.0
0,1.0,2.0,0.0,7.0,2.0,1.0,0.0,34.0,10.0,4.0,4.0,3.0,1.0,3.0,3815.0,1.0,17.0,3.0,4.0,1.0,5.0,4.0,5.0,3.0,2.0,0.0
0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,40.0,19.0,2.0,3.0,3.0,2.0,4.0,2741.0,8.0,15.0,3.0,3.0,1.0,15.0,4.0,7.0,2.0,3.0,7.0
1,1.0,1.0,0.0,2.0,1.0,1.0,0.0,38.0,29.0,1.0,2.0,3.0,2.0,1.0,6673.0,7.0,19.0,3.0,2.0,0.0,17.0,3.0,1.0,0.0,0.0,0.0
1,0.0,1.0,1.0,4.0,1.0,0.0,1.0,29.0,27.0,3.0,2.0,3.0,3.0,4.0,7639.0,1.0,22.0,4.0,4.0,3.0,10.0,2.0,10.0,4.0,1.0,9.0
0,1.0,2.0,0.0,7.0,1.0,1.0,0.0,22.0,5.0,3.0,4.0,4.0,1.0,2.0,2328.0,1.0,16.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0
0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,36.0,18.0,1.0,2.0,3.0,1.0,4.0,2153.0,1.0,13.0,3.0,1.0,0.0,8.0,3.0,8.0,1.0,1.0,7.0
0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,40.0,9.0,5.0,4.0,2.0,2.0,4.0,4876.0,9.0,14.0,3.0,4.0,1.0,5.0,1.0,3.0,2.0,0.0,2.0
0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,46.0,1.0,4.0,4.0,3.0,3.0,1.0,9396.0,7.0,16.0,3.0,3.0,1.0,17.0,3.0,4.0,2.0,0.0,3.0
1,1.0,1.0,1.0,4.0,1.0,0.0,1.0,32.0,4.0,4.0,4.0,1.0,3.0,4.0,10400.0,1.0,11.0,3.0,3.0,0.0,14.0,2.0,14.0,8.0,9.0,8.0
0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,30.0,1.0,1.0,3.0,2.0,3.0,3.0,8474.0,1.0,22.0,4.0,3.0,0.0,12.0,3.0,11.0,8.0,5.0,8.0
0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,27.0,20.0,3.0,4.0,3.0,2.0,3.0,9981.0,1.0,14.0,3.0,4.0,0.0,7.0,3.0,7.0,7.0,0.0,7.0
0,1.0,1.0,1.0,8.0,1.0,1.0,0.0,51.0,8.0,4.0,2.0,2.0,3.0,2.0,12490.0,5.0,16.0,3.0,4.0,2.0,16.0,1.0,10.0,9.0,4.0,7.0
1,0.0,0.0,0.0,7.0,1.0,1.0,0.0,30.0,3.0,3.0,4.0,3.0,1.0,1.0,2657.0,5.0,11.0,3.0,3.0,0.0,8.0,3.0,5.0,2.0,0.0,4.0
0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,41.0,6.0,3.0,4.0,3.0,3.0,4.0,13591.0,3.0,18.0,3.0,3.0,0.0,16.0,3.0,1.0,0.0,0.0,0.0
1,0.0,0.0,1.0,4.0,2.0,0.0,1.0,30.0,26.0,4.0,3.0,2.0,2.0,1.0,6696.0,5.0,15.0,3.0,3.0,0.0,9.0,2.0,6.0,3.0,0.0,1.0
1,1.0,0.0,1.0,7.0,1.0,1.0,0.0,29.0,1.0,3.0,3.0,3.0,1.0,3.0,2058.0,0.0,14.0,3.0,4.0,0.0,7.0,2.0,6.0,2.0,1.0,5.0
0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,45.0,6.0,3.0,4.0,2.0,3.0,4.0,8865.0,6.0,12.0,3.0,4.0,0.0,23.0,3.0,19.0,7.0,12.0,8.0
0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,54.0,3.0,3.0,4.0,3.0,2.0,1.0,5940.0,2.0,14.0,3.0,4.0,1.0,16.0,3.0,6.0,2.0,0.0,5.0
0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,36.0,5.0,2.0,4.0,3.0,2.0,2.0,5914.0,8.0,16.0,3.0,4.0,0.0,16.0,4.0,13.0,11.0,3.0,7.0
0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,33.0,4.0,4.0,3.0,2.0,1.0,2.0,2622.0,6.0,21.0,4.0,4.0,0.0,7.0,3.0,3.0,2.0,1.0,1.0
0,1.0,2.0,0.0,8.0,2.0,1.0,0.0,37.0,11.0,3.0,2.0,3.0,3.0,4.0,12185.0,1.0,14.0,3.0,3.0,3.0,10.0,3.0,10.0,8.0,0.0,7.0
0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,38.0,3.0,3.0,1.0,3.0,3.0,3.0,10609.0,0.0,12.0,3.0,3.0,2.0,17.0,2.0,16.0,10.0,5.0,13.0
0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,31.0,1.0,4.0,3.0,1.0,2.0,3.0,4345.0,0.0,12.0,3.0,4.0,1.0,6.0,3.0,5.0,4.0,1.0,4.0
0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,59.0,3.0,3.0,3.0,2.0,1.0,4.0,2177.0,3.0,17.0,3.0,1.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0
0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,37.0,4.0,4.0,1.0,3.0,1.0,4.0,2793.0,4.0,17.0,3.0,3.0,1.0,13.0,3.0,9.0,8.0,5.0,8.0
0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,29.0,1.0,1.0,2.0,3.0,3.0,4.0,7918.0,1.0,14.0,3.0,4.0,1.0,11.0,3.0,11.0,10.0,4.0,1.0
0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,35.0,1.0,3.0,3.0,3.0,3.0,3.0,8789.0,1.0,14.0,3.0,1.0,0.0,10.0,4.0,10.0,7.0,0.0,8.0
1,1.0,0.0,0.0,7.0,1.0,1.0,0.0,29.0,18.0,1.0,3.0,2.0,1.0,4.0,2389.0,1.0,13.0,3.0,3.0,0.0,4.0,2.0,4.0,3.0,0.0,1.0
0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,52.0,2.0,3.0,3.0,2.0,1.0,4.0,3212.0,7.0,15.0,3.0,2.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0
0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,42.0,4.0,2.0,3.0,3.0,5.0,4.0,19232.0,1.0,11.0,3.0,4.0,0.0,22.0,3.0,22.0,17.0,11.0,15.0
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,59.0,6.0,2.0,2.0,3.0,1.0,3.0,2267.0,8.0,17.0,3.0,4.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0
0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,50.0,1.0,4.0,4.0,3.0,5.0,4.0,19517.0,3.0,11.0,3.0,3.0,1.0,32.0,2.0,7.0,0.0,0.0,6.0
1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,33.0,14.0,3.0,3.0,3.0,1.0,4.0,2436.0,5.0,13.0,3.0,3.0,1.0,8.0,1.0,5.0,4.0,0.0,4.0
0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,43.0,16.0,3.0,4.0,3.0,4.0,4.0,16064.0,5.0,22.0,4.0,3.0,1.0,22.0,3.0,17.0,13.0,1.0,9.0
1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,2.0,2.0,1.0,3.0,1.0,1.0,2707.0,7.0,20.0,4.0,1.0,0.0,13.0,4.0,9.0,7.0,1.0,7.0
0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,52.0,2.0,4.0,1.0,2.0,5.0,3.0,19068.0,1.0,18.0,3.0,4.0,0.0,33.0,4.0,33.0,7.0,15.0,12.0
0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,32.0,4.0,2.0,3.0,3.0,1.0,2.0,3931.0,2.0,11.0,3.0,1.0,1.0,6.0,3.0,4.0,3.0,1.0,2.0
1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,1.0,3.0,4.0,2.0,1.0,3.0,3730.0,0.0,14.0,3.0,4.0,0.0,4.0,1.0,3.0,2.0,1.0,2.0
0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,39.0,1.0,4.0,3.0,3.0,1.0,3.0,2232.0,7.0,14.0,3.0,3.0,3.0,7.0,3.0,3.0,2.0,1.0,2.0
0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,32.0,26.0,4.0,3.0,3.0,2.0,4.0,4465.0,0.0,18.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,2.0
0,1.0,2.0,1.0,7.0,1.0,1.0,0.0,41.0,19.0,2.0,3.0,3.0,2.0,1.0,3072.0,2.0,16.0,3.0,1.0,2.0,17.0,2.0,1.0,0.0,0.0,0.0
0,1.0,2.0,1.0,7.0,1.0,1.0,0.0,40.0,24.0,2.0,1.0,3.0,2.0,4.0,3319.0,1.0,17.0,3.0,1.0,2.0,9.0,3.0,9.0,8.0,4.0,7.0
0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,45.0,1.0,3.0,3.0,4.0,5.0,4.0,19202.0,0.0,11.0,3.0,3.0,1.0,25.0,3.0,24.0,0.0,1.0,7.0
0,1.0,2.0,1.0,8.0,2.0,1.0,0.0,31.0,3.0,4.0,2.0,3.0,3.0,3.0,13675.0,9.0,12.0,3.0,1.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0
0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,33.0,5.0,4.0,3.0,2.0,1.0,4.0,2911.0,1.0,13.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0
0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,34.0,2.0,4.0,4.0,2.0,2.0,1.0,5957.0,6.0,13.0,3.0,2.0,1.0,13.0,3.0,11.0,9.0,5.0,9.0
0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,37.0,1.0,2.0,3.0,2.0,1.0,1.0,3920.0,2.0,14.0,3.0,1.0,1.0,17.0,2.0,3.0,1.0,0.0,2.0
0,1.0,1.0,1.0,6.0,2.0,1.0,0.0,45.0,7.0,4.0,1.0,4.0,2.0,3.0,6434.0,4.0,17.0,3.0,4.0,1.0,9.0,3.0,3.0,2.0,0.0,2.0
1,1.0,2.0,1.0,6.0,2.0,1.0,0.0,37.0,10.0,3.0,1.0,3.0,3.0,3.0,10048.0,6.0,11.0,3.0,2.0,2.0,17.0,3.0,1.0,0.0,0.0,0.0
0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,39.0,2.0,4.0,3.0,3.0,3.0,3.0,10938.0,0.0,25.0,4.0,4.0,0.0,20.0,3.0,19.0,6.0,11.0,8.0
0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,29.0,15.0,3.0,3.0,3.0,1.0,4.0,2340.0,1.0,19.0,3.0,1.0,0.0,6.0,3.0,6.0,5.0,1.0,5.0
0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,42.0,17.0,2.0,4.0,4.0,2.0,1.0,6545.0,3.0,13.0,3.0,3.0,0.0,10.0,3.0,3.0,2.0,0.0,2.0
